,fire_name,severity,fire_ig_date,dnbr_mean,pre_fire_ndvi,agbd,agbd_cf,agbd_diff,agbd_rel,rh_98,rh_98_cf,rh_98_diff,rh_98_rel,pai,pai_cf,pai_diff,pai_rel,rh_70,rh_70_cf,rh_70_diff,rh_70_rel,ndvi,ndvi_cf,ndvi_diff,ndvi_rel,rh_50,rh_50_cf,rh_50_diff,rh_50_rel
587,KELSEY,2.0,1994-08-07,30.168112304219502,0.018599945874721753,6.985848302189484,13.25599723310435,16.313082384507627,0.10430202288053843,0.8843509599055616,1.2967125910146964,1.7286706141139836,0.072090131169528,0.3945891958139866,0.1740609820630052,0.47575818214361076,0.34079263725373865,0.866209461667045,1.0319402651247924,1.4870948803861643,0.13689673753792,0.021371520910231163,0.021343703001044847,0.008144791529011531,0.013019720276900827,0.7420598834330341,0.8259070606416027,1.2477541361325708,0.22337478723132012
588,KIBBIE 2,0.0,1997-09-18,22.7291571188492,0.029303168233252443,74.81704765949917,10.002151833379468,74.97809421179413,0.5166676753153494,5.560465474738361,0.7382743241098653,5.607652086608179,0.2250880753433135,0.3075810598451256,0.09714591524552532,0.40210650913951884,0.2575025074847095,2.6942684935972525,0.37201913556883404,2.818239927330799,0.29529311358726756,0.030232575700062506,0.02562676184463393,0.007661405932695184,0.013323980257394738,1.2011825876332403,0.3011297937521658,1.4628430489191349,0.334789294491109
589,KIBBIE 2,1.0,1997-09-18,19.46188582845969,0.0180513688968104,75.34832249223206,12.993680783849452,73.36031054616359,0.6150985967388232,5.660958473429944,1.1581971918033769,4.712763726115849,0.2325472498696594,0.5738068383426118,0.07521842651328635,0.583519934090459,0.6293416635248237,2.8596405534524307,0.9404043175967225,2.921285589939719,0.3853716313406714,0.025396926384208825,0.014806388142255765,0.026691639060206027,0.040702694286628475,2.1550314079245307,0.45007223607528923,2.2150743075769452,0.7576353442592153
590,KIBBIE 2,2.0,1997-09-18,78.625,0.1261821836233139,33.52513122558594,20.33175423261126,13.193376992974677,0.0459372387336503,0.4099998474121094,4.225011321001891,3.8150114735897818,0.28322514305218965,1.3301061987876892,0.19826161452486044,1.1318445842628289,0.8076366136697488,1.2350001335144043,1.1616292853234642,2.3966294188378683,0.450014732106735,0.09380492158235382,0.11130317727845586,0.017498255696102055,0.0017399114135084048,2.0950000286102295,0.40359239789386214,1.6914076307163672,0.388456114614112
591,KING,0.0,2014-09-13,0.7720388573600923,0.00126448839896411,2.685892695104648,1.4740703742559247,2.126019913106898,0.009294649350805624,0.1756013332426329,0.0968107594680449,0.1391750260736832,0.005096389373418957,0.019988682346598518,0.010481013527905248,0.018183354699023848,0.00883919720624783,0.15304161797814297,0.0878516331742511,0.1210064826674031,0.008057138816449249,0.001161507122453533,0.0009649280936412343,0.0008932146390363644,0.0012785718388774916,0.12691161521398375,0.07481879878546396,0.10510359949064198,0.011194032196323889
592,KING,1.0,2014-09-13,1.0988228564201052,0.0017864893790818972,2.9928772973775453,1.8178049633904279,2.6058806074594663,0.01234087286374771,0.2540005793559232,0.13178029228378207,0.21060261450435616,0.008123134223311377,0.028927242164085577,0.014057106474075319,0.026463529787806733,0.01275632031886719,0.18726591970990034,0.11197577979070691,0.16474250940020413,0.011125820528928902,0.0021619070064350576,0.0014264069696600374,0.0015396583465064715,0.0021567954160687007,0.130165878592709,0.09131442472651005,0.1210088499078343,0.013168730486565989
593,KING,2.0,2014-09-13,1.4510134930597833,0.0006336373756591234,0.7749821948808929,0.8105799053683496,0.9941553233914088,0.003427171146749651,0.0898228303815841,0.05617064604674034,0.09482046739133601,0.0031083433962443754,0.012490945644657393,0.006414896856808169,0.012130021012288605,0.00518707152218613,0.05063150883941421,0.04890426493727582,0.06294851376827099,0.003212040892740503,0.0012504383501647605,0.000531707218148278,0.0011076828446304687,0.0014696828547423762,0.03628824459732663,0.041098709116178495,0.04841752279419385,0.0038302771439425193
594,KINGS,0.0,2000-08-01,6.825655658322913,0.01034868807970014,11.533764748834338,4.581318600162973,10.44366712195892,0.08390658962612349,0.838019452010068,0.49304121508336896,0.7762208418051726,0.043222216057062446,0.12236978186834573,0.04802859184494683,0.1332159987311882,0.10150348947112486,0.5172565436011518,0.3017263791969052,0.5377667752326347,0.06509337586403373,0.010070806858569325,0.009459204653538401,0.0038865702991257365,0.007233666165170063,0.41058647161601813,0.21051397026833463,0.46069485955242645,0.11011783351439106
595,KINGS,1.0,2000-08-01,5.775128446606991,0.010965117557363114,7.614214481849427,2.987316288534783,6.14882138137822,0.08590146437948376,0.7239543652222358,0.3368748784132733,0.6000684407655489,0.04697812611450414,0.17030101356417418,0.04554995164362498,0.1694372722437698,0.23547969368044186,0.5061754531416611,0.21633018726133926,0.45787984168199275,0.09253369665893107,0.00902037086434435,0.010552340550473396,0.005355193161306818,0.011972356934475898,0.42770773412189794,0.162941927954092,0.4013381295914535,0.20437985864605993
596,KINGS,2.0,2000-08-01,13.053483701123874,0.011045633007494143,4.703287492689943,3.012240986888704,5.326881054928818,0.06588666049905943,0.5759377093236357,0.3411019319379496,0.617542225487587,0.04319135679898879,0.15607385127590565,0.04387402994359303,0.16375378376535396,0.16951667862514097,0.44214730158608306,0.2250624590794218,0.4664565466321748,0.07859002040811625,0.008009425351646275,0.010731617967869422,0.006523463955297591,0.0117160170818023,0.3711927609260043,0.16358554449757903,0.3995157262405463,0.1543142248566674
597,KIRCH,0.0,1990-07-20,10.988545623540674,0.024688136060381415,6.524974425568628,3.562346759382502,5.657098105483382,0.09465588073327723,0.9734144765772136,0.36050946569596526,0.7834058458149025,0.06309217176787237,0.3075792047315384,0.06663139888756256,0.2945557221139001,0.2409390654604903,0.7269135483593427,0.27898352803384024,0.6035493384652018,0.1183468330705428,0.023897109784930943,0.014909007376331834,0.012038026563155432,0.02153831126930158,0.6011154663752246,0.22733722133817627,0.512378483079788,0.1933089749687198
598,KIRCH,1.0,1990-07-20,27.449646134634715,0.026942785125079874,5.387748542376093,3.9340270563950397,5.485143280703788,0.08127109219988185,1.5162481979816498,0.5364289125859754,1.281031963665169,0.10865512290589925,0.28808509497816986,0.14216688600381788,0.3239453633042349,0.22912695609547748,0.6341447546614821,0.3972858320592418,0.7530138598916238,0.11280228585160254,0.02290439542402314,0.017444592088262514,0.02262350366912753,0.044309885146847576,0.601420184636216,0.36750279904499644,0.6830845720061448,0.19049379973342598
599,KNIGHT,0.0,2009-07-26,3.03704522931892,0.0038032609408578362,5.221409490225246,2.798748461023464,4.885189486847174,0.031897369845045334,0.4897106169165547,0.24174817410699334,0.4416907664527857,0.019060316609874065,0.08206835061073336,0.02936638321070512,0.08145774675746269,0.03916195431968375,0.35753008301394557,0.1793098738229212,0.3420268097854925,0.029841975279952627,0.004007528537217459,0.003319017174131896,0.002987538417180494,0.0044681457380727095,0.29008164784299884,0.13599016190868876,0.2903812111440556,0.043369573150886444
600,KNIGHT,1.0,2009-07-26,4.452710702051212,0.004375884459017976,8.248897698549552,4.363865293682947,7.172582583863904,0.04131614005541847,0.7574864232883328,0.3364764796748553,0.656653578111341,0.026251750980853583,0.1187033561783227,0.04789495430510606,0.1126198651029142,0.057290407561153125,0.5766269822365199,0.28104354943069226,0.510987593652924,0.04027113669636895,0.004144534432230943,0.0036633010268229817,0.003837223100445138,0.005157834690396831,0.4272874346391818,0.22880661507088074,0.3910173840969598,0.05024947661520466
601,KNIGHT,2.0,2009-07-26,10.688686993251938,0.003238125548116605,5.794742685894016,3.8098336637997714,6.322540272200191,0.027526880465731474,0.7436082389720664,0.2749558679415627,0.7610184456953821,0.027005449677326626,0.1028506903562934,0.03969397840355591,0.10144657072890083,0.04522907129644686,0.4202217920776829,0.237530968095484,0.44556429237656586,0.02767636473898687,0.004391261571049373,0.002936348986916477,0.004092941281117778,0.005423806869373825,0.30604352576153526,0.20163357230280068,0.33245738263838925,0.0329528630820434
602,KNP COMPLEX,0.0,2021-09-12,1.8733345316199015,0.002899869430428719,5.754793687320471,2.1759789858781495,4.669786562202159,0.02505266049982418,0.410808905981521,0.2232647900780331,0.3045662384149245,0.012673524316783098,0.04289026506790239,0.01723275223288371,0.03934655679638875,0.023642254651290134,0.3091357396005674,0.13079454838596452,0.251205066452025,0.022555277128511228,0.0030752816359631875,0.0026771617183859423,0.001732180015924128,0.0026820069355826467,0.22787425453728827,0.08509433733812038,0.20286054043711246,0.03605519986325677
